전체부서명,문서명,최종결재자직위,1단계,2단계,3단계,4단계,5단계,단위과제명,단위과제카드명,등급,직위,label,__index_level_0__
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원 재배정 통보(교육비특별회계),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,444
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원 재배정 통보(일반),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,445
경기도하남시 복지교육국 여성보육과,드림스타트 사례회의 (모니터링  문한비),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,446
경기도하남시 복지교육국 여성보육과,2020년 5월 다함께돌봄센터 종사자 특수근무수당 신청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,다함께돌봄센터 일반,C,과장,2,447
경기도하남시 복지교육국 여성보육과,2020년 5월 다함께돌봄센터 종사자 처우개선비 신청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,다함께돌봄센터 일반,,과장,,448
경기도하남시 복지교육국 여성보육과,국민신문고 민원(1AA-2005-0277308) 처리결과 안내,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,아이돌보미지원사업,아이돌보미지원사업,D,과장,3,449
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원(교육비특별회계) 예산 재배정 승인 요청,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,C,과장,2,450
경기도하남시 복지교육국 여성보육과,2020년 5월 공공형어린이집 운영활성화비 접수,주무관,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,공공형 어린이집,D,주무관,3,451
경기도하남시 복지교육국 여성보육과,2020년 5월 농어촌소재 어린이집 차량운영비 접수(숲속에어린이집),주무관,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,주무관,3,452
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원(일반) 예산 재배정 승인 요청,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,C,과장,2,453
경기도하남시 복지교육국 여성보육과,2020년 5월 공공형어린이집 조리원인건비 접수,주무관,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,주무관,3,454
경기도하남시 복지교육국 여성보육과,아동돌봄쿠폰 업무처리 안내 및 미배정자 명단 통보,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,455
경기도하남시 복지교육국 여성보육과,「개방 공공데이터」및 「공공데이터 개방 표준」일제정비 회신,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,D,과장,3,456
경기도하남시 복지교육국 여성보육과,고용노동부 주관 보육교직원 역량강화 교육 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,457
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,458
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,459
경기도하남시 복지교육국 여성보육과,드림스타트 사무실 운영물품 구입,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,460
경기도하남시 복지교육국 여성보육과,경기도형 보육컨설팅 역량강화 참석자 명단 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,461
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시다문화가족지원센터 종사자 특수근무수당 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족예산,D,과장,3,462
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시다문화가족지원센터 종사자 처우개선비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족예산,D,과장,3,463
경기도하남시 복지교육국 여성보육과,아동수당 대상자 일괄선정,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,주무관,3,464
경기도하남시 복지교육국 여성보육과,아동복지시설 보호아동 치료재활 지원사업 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,465
경기도하남시 복지교육국 여성보육과,보호종료아동 자립수당 지급 현황 및 미신청 사유 제출(4월 말 기준),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동복지일반,C,과장,2,466
경기도하남시 복지교육국 여성보육과,2020년도 아동공동생활가정 평가 참여자 명단 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,C,과장,2,467
경기도하남시 복지교육국 여성보육과,2020년도 아동공동생활가정 평가 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,468
경기도하남시 복지교육국 여성보육과,반납 및 인수증,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,469
경기도하남시 복지교육국 여성보육과,2020년 하절기 사회복지시설(그룹홈) 안전점검 실시 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,470
경기도하남시 복지교육국 여성보육과,「2020년 환경교육 관련사업」전수조사에 따른 자료 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,교육관련,서무일반,A,과장,0,471
경기도하남시 복지교육국 여성보육과,성폭력상담소 관련 국회 요구자료 제출,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,B,과장,1,472
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시다문화가족지원센터 종사자 특수근무수당 신청,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족예산,C,과장,2,473
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시다문화가족지원센터 종사자 처우개선비 신청,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족예산,C,과장,2,474
경기도하남시 복지교육국 여성보육과,법령에 대한 성별영향평가 결과 통보 (하남시 청년기본소득 지급 조례 일부개정조례안),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,D,과장,3,475
경기도하남시 복지교육국 여성보육과,코로나19 대응 건강가정 및 다문화가족지원센터 원격학습 지원 지침(7판) 알림,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족일반,D,과장,3,476
경기도하남시 복지교육국 여성보육과,적십자사봉사회 하남지구협의회 사무실  재계약 체결에 따른 전세권 변경등기 신청,여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,C,과장,2,477
경기도하남시 복지교육국 여성보육과,사무용품 구입,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,D,과장,3,478
경기도하남시 복지교육국 여성보육과,코로나19 대응 어린이집 방역물품(붙이는 체온계) 구입 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,479
경기도하남시 복지교육국 여성보육과,코로나19 예방 대비 어린이집 방역물품(붙이는 체온계) 구입 건의,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,,과장,,480
경기도하남시 복지교육국 여성보육과,코로나19 유행대비 지역아동센터 및 다함께돌봄센터 대응지침(5판) 송부,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,481
경기도하남시 복지교육국 여성보육과,2019년 어린이집 기능보강 사업 정산 확인결과 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,482
경기도하남시 복지교육국 여성보육과,2020년 가족센터 건립 사업추진 현황자료 제출,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,가족센터,C,과장,2,483
경기도하남시 복지교육국 여성보육과,육아종합지원센터 전문상담사(놀이지도사) 운영비(1분기) 정산결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,484
경기도하남시 복지교육국 여성보육과,하남시 육아종합지원센터 경기도형보육컨설턴트 인건비(1분기) 정산결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,485
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시건강가정지원센터 종사자 처우개선비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,D,과장,3,486
경기도하남시 복지교육국 여성보육과,2020년 5월 하남시건강가정지원센터 종사자 특수근무수당 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,D,과장,3,487
경기도하남시 복지교육국 여성보육과,2020년 5월 여성권익시설 종사자 특수근무수당 지급,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,D,과장,3,488
경기도하남시 복지교육국 여성보육과,2020년 5월 여성권익시설 종사자 처우개선비 지급,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,D,과장,3,489
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 시설 보강 보조금 정산검사 결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,490
경기도하남시 복지교육국 여성보육과,경기도 동행 양성평등 문화 확산 릴레이 캠페인 참여 신청서 제출,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,491
경기도하남시 복지교육국 여성보육과,(하남건강-2-58)2020년도 종사자 처우개선수당 지급요청(5월),여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,C,과장,2,492
경기도하남시 복지교육국 여성보육과,차량배차신청[일괄],여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,과장,3,493
경기도하남시 복지교육국 여성보육과,(하남건강-2-59)2020년도 종사자 특수근무수당 지급요청(5월),여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,C,과장,2,494
경기도하남시 복지교육국 여성보육과,(하남가폭-78)2020년 5월 종사자 처우개선비 지급 신청,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,495
경기도하남시 복지교육국 여성보육과,(하남가폭-79)2020년 5월 종사자 특수근무수당 신청,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,496
경기도하남시 복지교육국 여성보육과,(하남성폭-119)2020년도 5월분 특수근무수당 신청의 건,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,497
경기도하남시 복지교육국 여성보육과,(하남성폭-20-120)2020년도 5월분 종사자처우개선비 신청의 건,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,,과장,,498
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원(교육비특별회계) 재배정,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,,과장,,499
경기도하남시 복지교육국 여성보육과,2020년 5월 드림스타트 아동통합사례관리사 보수 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,500
경기도하남시 복지교육국 여성보육과,2020년 5월 결식아동 급식지원(일반) 동별 재배정,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,,과장,,501
경기도하남시 복지교육국 여성보육과,2020년 성별영향평가 업무(사업)담당자교육 추진계획,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,C,과장,2,502
경기도하남시 복지교육국 여성보육과,돌봄서비스 제공(지역아동센터) 결정 통지(장*진 등 3명),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,503
경기도하남시 복지교육국 여성보육과,"차량배차신청(76버4433,2020. 6. 2. 09:00~2020. 6. 2. 18:00)",여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,과장,3,504
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.15.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,505
경기도하남시 복지교육국 여성보육과,2020년 5월 가정위탁아동 학습재료비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,506
경기도하남시 복지교육국 여성보육과,어린이집 변경인가 (첫단추어린이집 /정원 변경 /수정),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,507
경기도하남시 복지교육국 여성보육과,2020년 5월 보호종료아동 자립수당 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,508
경기도하남시 복지교육국 여성보육과,2020년 5월 가정위탁 양육보조금 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,509
경기도하남시 복지교육국 여성보육과,2020년 5월 장애입양아동 양육수당 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,510
경기도하남시 복지교육국 여성보육과,2020년 5월 입양아동 양육수당 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,511
경기도하남시 복지교육국 여성보육과,출장복명서(첫단추어린이집/수정),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,512
경기도하남시 복지교육국 여성보육과,국공립어린이집 비상재해대비시설 및 현장처리물품 방염성능검사 확인 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설위탁관리,시립어린이집위탁관리,D,과장,3,513
경기도하남시 복지교육국 여성보육과,2020년 지역아동센터 환경개선비 교부결정 및 자금교부,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,지역아동센터지원,지역아동센터지원,D,과장,3,514
경기도하남시 복지교육국 여성보육과,코로나19 관련 아동복지시설 시설장 간담회 개최 결과 보고,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,B,과장,1,515
경기도하남시 복지교육국 여성보육과,경기도 어린이집 관리시스템 교육을 위한 방역물품 협조요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,516
경기도하남시 복지교육국 여성보육과,아동의 개인위생 강화를 위한 아동 보틀 지원 사업 추진 계획,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(복지분야),B,과장,1,517
경기도하남시 복지교육국 여성보육과,"차량배차신청(69나9287,2020. 5. 20. 10:00~2020. 5. 20. 18:00)",여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,관용차량운행및관리,관용차량운행및관리,D,과장,3,518
경기도하남시 복지교육국 여성보육과,"드림스타트 토마토지원을 통한 영양교육, 건강분야사업 계획서",여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 지원(건강분야),,과장,,519
경기도하남시 복지교육국 여성보육과,2020년 5월 청소년한부모 자립지원촉진수당 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,520
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.15.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,521
경기도하남시 복지교육국 여성보육과,어린이집 변경인가 (첫단추어린이집 / 정원 변경),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,522
경기도하남시 복지교육국 여성보육과,「드라이브 스루 차량방역」시행검토를 위한 어린이집 통학차량 운영현황 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,523
경기도하남시 복지교육국 여성보육과,2020년 5월 청소년한부모 부자가정 아동양육비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,524
경기도하남시 복지교육국 여성보육과,2020년 5월 청소년한부모 모자가정 아동양육비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,525
경기도하남시 복지교육국 여성보육과,어린이집 관리 및 지도점검 관용차량 유류비 지출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,관용차량운행및관리,관용차량운행및관리,D,과장,3,526
경기도하남시 복지교육국 여성보육과,2020년 5월 저소득 한부모가족 추가 아동양육비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,527
경기도하남시 복지교육국 여성보육과,2020년 성별영향평가위원회 서면심의 계획,부시장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,B,부시장,1,528
경기도하남시 복지교육국 여성보육과,2020년 5월 저소득 한부모가족 부자가정 아동양육비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,529
경기도하남시 복지교육국 여성보육과,2020년 5월 저소득 한부모가족 모자가정 아동양육비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족지원일반,한부모가족지원일반,D,과장,3,530
경기도하남시 복지교육국 여성보육과,"보도자료 제출(하남시건강가정지원센터, 행복한 가족 프로그램)",여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,C,과장,2,531
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 가정양육지원사업(부모힐링프로그램) 보조금 변경승인 통보,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,532
경기도하남시 복지교육국 여성보육과,코로나19 대응 어린이집 방역(소독) 지원 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,533
경기도하남시 복지교육국 여성보육과,코로나19 예방을 위한 유흥시설 집합제한 알림,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,534
경기도하남시 복지교육국 여성보육과,국공립어린이집 확충(기자재비) 정산결과 통지(시립미사인스빌),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,535
경기도하남시 복지교육국 여성보육과,아동복지시설 보호 후 원가정 복귀 아동 관련 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,536
경기도하남시 복지교육국 여성보육과,2020년 4월 특근매식비 지급,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,D,과장,3,537
경기도하남시 복지교육국 여성보육과,출장복명서(첫단추어린이집),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,538
경기도하남시 복지교육국 여성보육과,협업과제 선정신청서 제출 요청,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,C,과장,2,539
경기도하남시 복지교육국 여성보육과,가정폭력상담소 국비지원 시설현황 제출,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,540
경기도하남시 복지교육국 여성보육과,행복출산 원스톱서비스 內 출산가구 전기료 경감 서비스 변경사항 안내,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,행복출산 원스톱서비스,D,과장,3,541
경기도하남시 복지교육국 여성보육과,2020년 도민대상 폭력예방교육(도비보조사업) 운영 실태조사 제출,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,542
경기도하남시 복지교육국 여성보육과,하남문화예술회관 공연장 대관료 및 사용료 감면 협조 요청,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,543
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 가정양육지원사업(부모힐링프그램) 변경요청에 따른 검토 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,544
경기도하남시 복지교육국 여성보육과,2021년 건강가정·다문화가족 지원센터 통합 신규운영기관 수요조사 제출,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,C,과장,2,545
경기도하남시 복지교육국 여성보육과,국공립어린이집 확충(기자재비) 정산검사 결과보고(시립미사인스빌어린이집),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,C,과장,2,546
경기도하남시 복지교육국 여성보육과,2020년 3월말 기준 어린이집 CCTV 설치현황 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,547
경기도하남시 복지교육국 여성보육과,2020년 상반기 성과시상금 신청,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,,과장,,548
경기도하남시 복지교육국 여성보육과,코로나19 능동감시자 및 자가격리자 1:1 전담공무원 명단 추가 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,,과장,,549
경기도하남시 복지교육국 여성보육과,행위허가(증축:어린이승강장) 신청에 따른 의견 회신(미사센트럴자이),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,550
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.14.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,551
경기도하남시 복지교육국 여성보육과,「경기도형 보육컨설팅」역량강화 교육 계획 안내 및 참석자 명단 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,552
경기도하남시 복지교육국 여성보육과,2020년 공공형어린이집 환경개선비지원 사업 계획,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,553
경기도하남시 복지교육국 여성보육과,2020년 상반기 모범 보육교직원 도지사 표창대상자 추천 명단 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,554
경기도하남시 복지교육국 여성보육과,일상경비 착오교부에 따른 계좌이체 요청,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,C,과장,2,555
경기도하남시 복지교육국 여성보육과,2020년 상반기 모범 보육교직원 결격사유 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설종사자겸직및신원조회,어린이집종사자겸직및신원조회,D,과장,3,556
경기도하남시 복지교육국 여성보육과,적십자사봉사회 하남지구협의회 사무실  재계약 체결,복지교육국장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,국장,3,557
